total_meters,price,floor,floors_count,rooms_count,location,district,underground
45.0,7750000,3,9,2,2,127,196
66.61,21308939,2,11,2,2,137,320
118.0,65990000,4,9,2,2,136,284
45.0,9200000,2,5,2,2,137,266
65.0,19500000,5,6,2,2,137,320
60.0,11500000,5,8,2,2,130,247
30.8,3950000,1,3,2,2,130,247
60.1,14800000,3,12,2,2,124,241
45.0,6950000,2,5,2,2,137,266
37.3,8900000,3,5,2,2,132,262
41.0,7190000,4,5,2,2,129,246
62.5,33600000,6,10,2,2,131,134
50.3,7450000,8,9,2,2,127,244
72.4,20525400,1,7,2,2,135,262
76.6,37800000,4,6,2,2,131,147
53.0,7998888,12,14,2,2,137,265
52.4,12990000,1,5,2,2,135,321
41.7,5950000,1,5,2,2,133,271
60.0,13900000,6,19,2,2,132,276
74.6,25000000,21,24,2,2,137,266
42.0,7000000,7,9,2,2,125,31
85.0,35000000,6,11,2,2,131,134
42.6,4300000,3,3,2,2,138,245
55.4,10350000,1,5,2,2,124,282
44.0,7100000,5,10,2,2,133,271
55.0,9290000,9,12,2,2,124,241
51.2,8200000,4,5,2,2,126,322
84.5,12500000,3,3,2,2,106,31
51.0,13149999,9,9,2,2,133,247
61.3,9800000,7,12,2,2,126,248
77.0,26900000,18,24,2,2,137,266
75.0,31900000,11,26,2,2,126,268
55.8,9899000,18,26,2,2,126,254
81.4,33900000,4,6,2,2,136,284
58.3,9990000,1,5,2,2,125,252
55.6,9400000,4,12,2,2,133,256
53.0,14499000,19,25,2,2,137,266
52.4,15300000,18,24,2,2,124,241
34.0,5190000,13,13,2,2,128,263
51.63,21963000,5,6,2,2,136,285
85.7,22700000,11,12,2,2,124,241
44.4,5200000,2,5,2,2,130,266
46.0,6150000,4,5,2,2,128,272
54.0,11750000,3,15,2,2,106,242
44.0,7650000,9,9,2,2,133,247
55.3,8890000,3,12,2,2,124,268
51.3,14290000,12,24,2,2,127,196
50.0,17400000,5,7,2,2,131,134
108.0,34000000,5,19,2,2,137,275
44.4,8950000,12,14,2,2,106,31
52.6,20521890,3,4,2,2,135,258
43.3,12000000,3,5,2,2,131,323
38.0,4600000,8,16,2,2,127,196
66.3,18710000,10,11,2,2,132,324
56.8,11990000,2,14,2,2,133,277
75.0,19317000,5,11,2,2,132,324
94.0,53000000,8,10,2,2,136,284
44.2,4250000,4,5,2,2,138,245
45.07,6700000,8,9,2,2,133,272
47.0,8850000,5,17,2,2,128,272
37.7,9500000,5,6,2,2,131,134
54.0,12790000,4,5,2,2,132,324
52.3,8000000,8,12,2,2,138,253
43.0,5750000,10,12,2,2,126,248
51.6,10400000,12,25,2,2,106,252
69.0,19900000,1,4,2,2,135,321
62.7,20000000,1,10,2,2,132,324
62.1,12800000,4,24,2,2,124,241
75.4,14999999,2,6,2,2,135,259
45.5,9200000,5,9,2,2,133,271
46.0,5990000,3,5,2,2,128,272
61.5,19700000,3,6,2,2,126,229
70.5,16900000,3,17,2,2,127,267
62.0,12000000,6,15,2,2,137,265
62.7,11500000,1,10,2,2,124,241
53.9,10500000,14,24,2,2,128,245
86.7,19800000,4,5,2,2,132,324
50.6,9200000,3,9,2,2,127,244
49.9,6000000,5,13,2,2,130,253
55.8,9790000,2,7,2,2,128,272
57.0,8950000,12,25,2,2,129,264
56.8,16499000,11,16,2,2,132,276
42.0,5800000,2,12,2,2,129,246
57.4,12700000,12,32,2,2,128,245
41.7,5890000,5,5,2,2,137,265
48.7,9150000,2,4,2,2,128,286
71.0,26950000,4,9,2,2,128,286
69.9,17450000,2,3,2,2,124,224
91.8,23800000,4,5,2,2,136,284
72.7,22998000,5,20,2,2,124,224
79.1,20500000,2,4,2,2,132,147
49.5,7400000,6,12,2,2,127,325
54.0,17200000,5,12,2,2,126,267
67.0,27500000,10,10,2,2,124,261
48.8,6000000,3,5,2,2,137,265
51.1,11600000,3,4,2,2,106,242
44.9,8800000,3,5,2,2,133,271
57.0,21500000,5,12,2,2,129,274
83.0,29800000,9,9,2,2,131,279
68.3,8849999,1,6,2,2,135,281
51.0,14000000,4,5,2,2,128,272
55.0,10000000,2,2,2,2,124,248
44.0,9300000,1,5,2,2,132,276
52.3,15200000,1,4,2,2,136,72
54.9,14420000,8,11,2,2,137,266
50.1,9500000,5,16,2,2,128,245
52.5,14850000,12,13,2,2,124,267
88.0,55000000,5,5,2,2,131,147
55.0,9900000,1,14,2,2,137,265
72.2,13399000,11,16,2,2,128,249
50.1,12600000,6,16,2,2,128,249
51.2,10350000,4,14,2,2,129,246
102.0,31500000,3,4,2,2,136,17
62.6,20900000,3,3,2,2,130,265
51.2,10449000,6,13,2,2,129,196
57.0,15600000,23,25,2,2,124,224
51.3,12800000,22,22,2,2,124,224
46.7,10500000,6,17,2,2,124,268
54.0,11600000,13,19,2,2,124,241
54.3,16000000,2,13,2,2,133,256
58.5,10500000,10,20,2,2,128,272
59.0,19500000,10,10,2,2,135,145
95.4,17750000,2,5,2,2,130,247
45.8,6600000,3,5,2,2,128,249
42.2,5990000,5,5,2,2,125,242
44.1,7255000,1,9,2,2,128,257
43.0,12930000,2,5,2,2,126,267
54.0,11600000,3,5,2,2,128,286
55.2,14999000,5,12,2,2,137,275
61.6,8790000,2,17,2,2,128,272
45.5,5900000,4,5,2,2,128,263
45.5,6990000,3,5,2,2,133,278
46.3,8190000,5,9,2,2,133,272
45.2,8400000,2,7,2,2,129,274
67.1,12500000,1,4,2,2,136,103
43.9,6000000,6,9,2,2,128,249
45.6,11190000,3,5,2,2,125,269
44.0,12600000,4,6,2,2,132,262
46.2,6199999,1,9,2,2,125,242
59.0,10800000,1,13,2,2,124,241
56.8,14999000,17,20,2,2,128,86
71.0,26300000,8,9,2,2,129,274
51.5,11850800,17,17,2,2,124,224
43.4,4700000,1,5,2,2,106,242
46.2,6800000,3,5,2,2,106,242
44.7,11350000,5,7,2,2,132,262
51.2,13900000,2,5,2,2,136,284
42.0,8600000,1,5,2,2,129,274
54.0,20900000,2,6,2,2,136,72
43.0,12600000,18,27,2,2,137,265
54.9,10990000,13,16,2,2,126,248
78.0,43500000,6,7,2,2,136,284
54.4,10800000,6,6,2,2,130,247
54.3,14200000,9,17,2,2,128,249
42.0,5130000,1,5,2,2,106,242
74.5,29400000,2,8,2,2,131,251
47.0,9000000,6,9,2,2,126,248
78.5,55000000,4,9,2,2,131,134
51.1,7850000,9,12,2,2,129,246
57.0,6990000,9,10,2,2,106,242
65.0,14700000,2,4,2,2,135,258
51.0,8489000,8,9,2,2,127,196
51.94,9700000,13,14,2,2,129,264
61.0,11990000,5,20,2,2,124,241
44.3,7000000,5,5,2,2,127,196
73.9,18500000,3,5,2,2,135,132
61.3,12650000,13,16,2,2,129,246
48.5,7150000,1,5,2,2,137,266
46.0,12400000,6,9,2,2,126,268
61.0,13790000,5,16,2,2,132,276
45.0,7300000,4,5,2,2,133,271
61.3,14999999,3,5,2,2,135,258
65.0,29900000,3,16,2,2,132,276
56.0,7400000,1,5,2,2,106,242
67.4,26250000,21,21,2,2,124,229
68.2,17500000,4,13,2,2,137,265
45.0,7490000,2,9,2,2,127,196
67.72,20530000,4,19,2,2,132,276
69.9,20500000,11,20,2,2,126,248
45.7,7500000,5,5,2,2,128,272
65.0,11029500,6,9,2,2,129,246
56.0,20900000,11,14,2,2,133,256
42.3,7500000,2,5,2,2,129,274
76.1,29900000,3,9,2,2,131,251
44.3,8299000,8,9,2,2,126,248
47.6,15500000,7,13,2,2,124,261
68.0,15200000,1,12,2,2,129,249
61.0,21600000,7,12,2,2,137,275
70.4,39927000,4,5,2,2,136,17
85.04,25000000,5,24,2,2,134,224
58.4,13500000,2,5,2,2,126,267
88.0,42200000,5,11,2,2,132,276
65.0,14200000,8,15,2,2,124,241
82.5,32000000,4,9,2,2,137,320
90.0,39900000,6,6,2,2,135,132
46.4,7500000,5,9,2,2,124,229
66.7,15390000,1,23,2,2,133,256
100.0,40000000,2,3,2,2,132,262
62.9,9700000,3,24,2,2,129,264
81.0,24500000,5,12,2,2,126,243
55.7,14203500,18,18,2,2,132,276
49.5,10150000,10,10,2,2,124,241
97.1,33000000,7,15,2,2,127,280
81.7,47000000,2,4,2,2,124,224
55.2,9350000,6,8,2,2,124,224
66.3,19200000,14,17,2,2,124,243
45.0,5718000,3,5,2,2,125,242
45.5,7800000,2,9,2,2,106,31
69.0,18300000,5,5,2,2,131,147
48.0,8500000,12,12,2,2,106,252
50.1,10800000,14,22,2,2,128,272
49.1,11999990,1,17,2,2,127,250
55.9,12000000,5,5,2,2,130,247
50.4,12000000,3,12,2,2,126,322
53.6,12500000,9,12,2,2,137,266
52.0,12650000,8,16,2,2,125,242
41.6,12840000,4,5,2,2,126,267
58.0,12850000,7,16,2,2,128,257
54.0,13200000,12,13,2,2,132,276
61.0,13300000,1,4,2,2,106,242
53.4,13600000,10,24,2,2,127,267
79.3,14400000,3,9,2,2,126,248
67.5,13600000,4,5,2,2,130,247
53.1,15400000,6,23,2,2,137,265
66.5,15500000,8,18,2,2,133,256
57.63,16500000,9,22,2,2,129,246
104.2,16500000,4,5,2,2,126,250
61.4,14200000,11,12,2,2,106,242
57.0,16700000,6,7,2,2,126,248
68.8,16999999,14,25,2,2,124,241
62.5,14690000,5,11,2,2,129,246
54.05,17300000,7,9,2,2,127,250
58.8,13600000,11,13,2,2,127,244
56.1,9299000,2,5,2,2,128,272
58.0,17900000,15,15,2,2,132,276
66.4,28900000,15,19,2,2,135,275
70.2,42067350,2,4,2,2,135,258
48.6,9990000,11,18,2,2,128,86
96.2,42000000,3,9,2,2,131,251
73.3,27900000,4,9,2,2,131,251
47.4,10850000,8,10,2,2,126,248
79.5,23200000,9,11,2,2,132,324
44.2,7800000,1,9,2,2,133,271
43.4,6210000,1,5,2,2,125,269
57.1,8700000,3,10,2,2,124,241
46.3,6100000,1,5,2,2,129,274
49.7,7700000,4,9,2,2,133,271
63.8,20550000,18,23,2,2,128,86
67.8,28000000,6,11,2,2,133,283
80.6,23900000,5,5,2,2,136,285
46.0,20950000,13,14,2,2,132,276
80.2,27500000,11,20,2,2,137,145
73.7,30000000,2,4,2,2,106,31
76.9,25000000,16,18,2,2,137,275
55.8,12790000,4,5,2,2,124,282
51.0,4500000,4,5,2,2,106,242
46.1,5590000,5,5,2,2,106,31
52.7,10300000,10,12,2,2,128,249
45.0,5500000,5,5,2,2,138,253
43.3,8300000,1,5,2,2,132,276
68.2,25000000,9,17,2,2,126,322
45.0,5500000,5,5,2,2,139,242
64.5,19800000,6,25,2,2,132,276
71.3,17950000,3,12,2,2,125,252
43.4,7200000,5,5,2,2,130,247
44.19,6995000,4,9,2,2,128,257
46.1,5800000,2,5,2,2,126,248
52.0,10000000,6,6,2,2,135,132
65.3,25900000,4,6,2,2,136,260
47.6,6200000,8,10,2,2,106,242
54.0,10250000,2,12,2,2,128,245
80.0,53900000,3,9,2,2,131,251
44.9,7650000,4,9,2,2,133,256
101.7,55000000,7,11,2,2,136,285
57.3,23100000,5,6,2,2,132,276
41.8,5990000,5,5,2,2,127,250
89.0,19500000,1,5,2,2,136,285
73.97,16350000,12,14,2,2,124,267
62.0,8350000,4,25,2,2,126,248
68.7,9500000,5,9,2,2,139,247
49.4,7700000,4,5,2,2,130,247
50.2,8550000,6,10,2,2,106,31
67.5,25000000,2,9,2,2,135,145
50.1,9900000,7,9,2,2,133,256
45.0,5800000,9,9,2,2,106,242
90.0,44000000,2,17,2,2,132,276
56.8,10300000,6,18,2,2,138,245
54.7,10500000,2,16,2,2,126,248
65.0,19300000,6,6,2,2,132,262
64.9,15000000,14,17,2,2,132,276
47.5,6600000,1,9,2,2,106,242
44.7,7665000,8,9,2,2,128,257
84.5,29990000,10,11,2,2,133,283
44.7,6750000,1,5,2,2,137,266
67.1,37750000,16,16,2,2,124,229
68.3,36000000,4,5,2,2,131,323
45.6,6890000,3,5,2,2,128,86
73.0,30590000,5,8,2,2,131,147
43.0,6800000,4,5,2,2,130,247
95.0,29800000,6,10,2,2,124,282
62.2,19000000,3,6,2,2,131,134
52.0,6800000,2,3,2,2,138,253
114.0,45000000,21,22,2,2,106,31
57.0,7750000,2,5,2,2,106,242
61.0,6990000,2,12,2,2,138,245
60.62,17000000,13,14,2,2,124,267
63.4,9450000,5,17,2,2,128,263
45.0,7990000,4,5,2,2,129,246
54.0,14270000,17,25,2,2,124,241
58.07,16780000,14,14,2,2,124,267
45.8,7000000,5,5,2,2,128,272
43.0,7490000,5,5,2,2,126,243
53.5,7850000,5,22,2,2,129,264
47.4,7900000,9,9,2,2,129,246
45.7,7900000,5,9,2,2,129,246
44.8,7700000,4,5,2,2,127,244
46.9,8000000,8,9,2,2,125,252
54.0,8099000,11,14,2,2,126,248
44.16,7700000,2,9,2,2,128,257
44.2,8150000,4,5,2,2,127,267
64.8,7760000,4,5,2,2,130,253
56.0,8200000,16,16,2,2,106,242
50.2,8400000,12,15,2,2,129,264
46.3,7950000,2,5,2,2,127,196
43.0,8690000,1,4,2,2,139,242
45.4,8100000,6,6,2,2,127,196
54.0,8650000,8,12,2,2,137,265
57.9,9100000,16,19,2,2,129,264
52.8,8199000,15,24,2,2,129,244
47.98,9300000,16,21,2,2,129,244
46.1,9500000,2,9,2,2,106,242
43.0,9500000,3,5,2,2,128,286
61.7,8400000,4,10,2,2,130,253
50.8,9700000,3,12,2,2,133,256
44.0,9900000,2,5,2,2,127,196
48.9,9999000,6,21,2,2,137,247
41.4,10000000,7,7,2,2,135,145
62.7,10150000,4,18,2,2,129,264
71.3,10700000,9,20,2,2,130,247
51.0,10950000,17,36,2,2,128,263
48.2,9850000,9,9,2,2,127,196
51.0,11000000,5,5,2,2,133,283
52.2,11390000,9,25,2,2,124,248
46.0,9980000,1,10,2,2,126,248
53.1,11300000,2,13,2,2,124,224
54.6,11450000,6,23,2,2,106,31
56.1,9980000,7,25,2,2,129,264
62.4,11600000,1,2,2,2,132,262
66.0,11950000,3,13,2,2,124,241
54.7,13900000,9,14,2,2,132,276
71.1,18900000,3,17,2,2,137,320
62.7,17980000,3,4,2,2,130,247
65.8,14700000,1,17,2,2,133,271
52.5,14850000,4,5,2,2,129,274
52.9,12400000,6,13,2,2,106,31
59.1,13970000,3,20,2,2,132,276
60.8,15990000,2,6,2,2,135,132
66.72,16750000,1,9,2,2,126,267
82.5,15900000,4,5,2,2,130,247
71.3,17500000,2,3,2,2,124,224
53.2,16400000,2,7,2,2,132,324
54.7,30000000,7,7,2,2,135,103
62.0,12500000,6,19,2,2,132,276
79.8,22700000,2,9,2,2,135,132
60.7,19500000,12,19,2,2,128,286
59.0,6000000,13,16,2,2,129,246
51.2,5750000,9,9,2,2,138,253
56.0,12000000,10,10,2,2,124,224
52.3,5500000,1,2,2,2,139,31
42.1,5990000,3,5,2,2,106,242
43.0,5680000,1,5,2,2,128,263
62.4,16150000,11,13,2,2,124,241
74.11,16800000,10,14,2,2,124,267
44.85,7100000,4,5,2,2,137,27
31.3,5250000,5,5,2,2,106,242
56.74,14850000,15,22,2,2,127,267
42.1,4590000,2,5,2,2,138,253
70.0,18300000,2,8,2,2,124,241
93.9,17998000,3,4,2,2,139,31
41.8,6140000,1,5,2,2,127,196
44.2,12199000,2,8,2,2,131,134
41.2,5900000,4,5,2,2,129,246
36.4,5300000,2,5,2,2,139,252
56.4,12300000,1,4,2,2,135,145
51.0,5780000,2,9,2,2,130,253
48.0,13999999,3,25,2,2,124,248
60.5,14500000,12,14,2,2,137,266
43.8,5500000,3,5,2,2,138,245
64.6,14500000,2,13,2,2,127,244
44.0,5850000,5,5,2,2,128,257
44.4,4500000,2,5,2,2,138,245
51.1,15500000,20,24,2,2,124,241
56.1,15690000,23,25,2,2,106,252
35.4,5500000,2,4,2,2,137,265
62.0,14800000,17,22,2,2,127,267
66.47,16150000,12,14,2,2,124,282
76.0,16500000,11,15,2,2,127,267
59.0,5800000,3,6,2,2,130,266
64.2,16500000,8,12,2,2,129,246
56.5,16500000,4,5,2,2,132,324
61.0,22900000,9,9,3,1,45,83
61.4,30000000,3,5,3,1,9,9
82.0,30000000,12,23,3,1,68,226
78.0,34900000,9,22,3,1,29,69
64.4,27000000,12,12,3,1,30,288
51.0,14000000,8,9,3,1,54,65
59.7,21990000,5,5,3,1,59,71
94.2,38234000,6,8,3,1,110,160
50.4,13600000,8,12,3,1,32,37
70.2,20990000,7,12,3,1,51,37
92.0,43400000,2,12,3,1,37,42
83.0,26500000,5,5,3,1,19,20
68.8,57500000,11,13,3,1,30,288
68.9,41000000,7,14,3,1,30,75
50.0,11400000,9,9,3,1,54,65
80.6,16199999,1,9,3,1,89,127
59.0,13500000,2,12,3,1,52,59
68.3,58000000,3,8,3,1,106,199
75.9,25500000,15,17,3,1,5,5
73.9,24990000,7,10,3,1,58,41
86.4,41000000,5,31,3,1,29,69
80.4,44890000,3,10,3,1,43,86
65.5,31000000,9,29,3,1,111,108
95.5,55000000,5,7,3,1,37,43
68.0,57500000,3,28,3,1,106,180
67.0,57000000,9,14,3,1,30,75
101.1,60963630,6,13,3,1,3,3
65.7,49000000,8,36,3,1,29,34
103.0,62900000,2,11,3,1,140,9
83.2,65000000,14,25,3,1,29,295
77.0,46000000,3,6,3,1,38,44
97.2,52500000,15,28,3,1,30,35
68.3,44900000,5,8,3,1,30,73
69.6,22500000,6,8,3,1,22,133
76.5,24999999,9,17,3,1,113,36
63.0,20500000,1,12,3,1,24,109
62.0,14600000,6,12,3,1,103,159
76.3,22000000,4,10,3,1,66,13
75.7,23800000,7,24,3,1,77,25
75.9,65000000,2,9,3,1,38,163
78.3,35000000,17,17,3,1,7,64
73.0,36900000,4,10,3,1,38,163
69.3,25400000,21,31,3,1,88,110
62.7,12500000,12,12,3,1,88,116
85.0,31000000,5,5,3,1,38,44
102.0,57000000,18,36,3,1,29,197
69.0,25490000,21,30,3,1,88,120
94.5,59400000,4,20,3,1,44,63
58.0,11700000,6,9,3,1,65,205
93.4,23490000,5,5,3,1,75,126
75.0,45500000,10,14,3,1,30,288
65.0,19583000,8,14,3,1,110,314
97.5,47000000,2,28,3,1,30,35
96.9,48800000,19,22,3,1,82,108
68.5,42500000,5,14,3,1,30,288
70.0,40598000,7,14,3,1,30,75
62.0,12999999,9,9,3,1,71,159
69.8,53422848,4,8,3,1,9,9
57.8,14300000,1,9,3,1,71,1
100.0,42900000,9,25,3,1,119,196
73.4,19900000,2,22,3,1,18,121
70.0,53422848,4,8,3,1,9,9
78.2,18000000,4,12,3,1,25,30
114.5,62000000,5,23,3,1,11,12
69.0,40889000,11,14,3,1,30,75
78.0,35000000,17,17,3,1,7,64
53.0,12200000,1,9,3,1,85,77
80.0,39400000,6,25,3,1,11,50
52.8,12700000,7,8,3,1,61,159
90.0,38500000,5,9,3,1,111,108
83.0,61500000,3,13,3,1,30,35
77.0,17900000,5,22,3,1,18,121
83.3,54700000,16,21,3,1,30,50
100.0,46000000,5,7,3,1,104,326
73.0,61988700,5,14,3,1,30,288
53.0,13350000,3,9,3,1,116,156
60.6,20000000,3,9,3,1,93,161
81.0,50000000,2,22,3,1,50,56
88.4,48500000,14,22,3,1,50,56
74.7,16400000,12,17,3,1,35,40
68.2,59000000,9,32,3,1,62,75
69.0,61500000,12,32,3,1,62,75
56.0,15500000,4,12,3,1,73,153
104.0,44800000,7,29,3,1,34,310
77.6,23000000,10,16,3,1,70,137
91.2,31999999,2,16,3,1,5,5
69.0,61500000,11,32,3,1,62,75
105.0,43500000,12,18,3,1,82,123
82.0,33000000,10,12,3,1,40,181
58.7,15000000,1,9,3,1,68,226
71.7,22000000,2,7,3,1,22,139
68.0,35900000,3,8,3,1,9,147
99.4,28000000,8,12,3,1,11,24
51.0,25500000,13,18,3,1,59,233
77.8,20500000,2,17,3,1,25,299
79.0,35000000,5,10,3,1,62,44
48.9,13100000,9,9,3,1,36,175
70.0,40000000,9,9,3,1,111,108
87.6,30800000,2,24,3,1,81,41
100.0,60800000,3,4,3,1,37,291
100.0,55000000,3,11,3,1,16,63
64.8,22200000,13,24,3,1,96,146
68.9,53500000,8,14,3,1,30,288
80.0,36500000,6,6,3,1,104,292
59.9,15900000,9,9,3,1,97,178
56.0,21500000,13,24,3,1,50,56
73.0,21900000,7,17,3,1,35,297
80.0,15990000,18,18,3,1,10,88
87.8,60900000,11,21,3,1,30,35
86.1,47000000,8,14,3,1,22,28
53.1,29500000,14,32,3,1,29,34
82.0,32000000,6,7,3,1,22,23
104.0,38399000,3,24,3,1,29,69
86.5,48900000,21,36,3,1,29,34
108.8,54000000,7,17,3,1,30,35
81.2,60700000,12,12,3,1,83,83
57.5,18380000,1,9,3,1,122,84
82.0,21499000,1,5,3,1,110,149
75.1,17200000,11,17,3,1,35,40
60.0,18999999,7,9,3,1,27,32
78.0,23300000,2,22,3,1,68,85
66.2,54500000,7,27,3,1,44,63
72.2,25500000,12,16,3,1,81,151
77.4,19800000,10,17,3,1,86,113
65.2,16900000,3,5,3,1,84,222
60.0,19990000,1,8,3,1,55,66
85.8,49980000,9,12,3,1,16,17
101.0,47400000,9,10,3,1,43,134
81.6,46950000,4,5,3,1,9,200
88.0,46000000,9,32,3,1,29,34
85.0,39990000,11,26,3,1,40,46
61.0,11500000,1,9,3,1,10,225
73.7,30500000,14,15,3,1,21,22
73.7,23800000,12,17,3,1,5,24
117.0,58500000,10,25,3,1,107,171
83.6,18000000,3,10,3,1,25,299
85.0,31000000,19,28,3,1,40,46
76.8,33000000,3,7,3,1,62,304
59.2,38500000,23,34,3,1,24,29
67.0,41500000,22,34,3,1,24,29
68.0,43000000,5,7,3,1,16,72
99.6,44000000,5,21,3,1,59,233
65.2,45300000,18,33,3,1,29,34
60.1,15500000,7,12,3,1,65,40
59.8,15450000,8,9,3,1,15,16
116.0,53000000,18,19,3,1,3,86
60.0,37000000,5,30,3,1,29,176
84.2,44900000,5,23,3,1,88,110
90.0,60000000,2,5,3,1,16,63
75.0,44900000,2,5,3,1,37,43
75.0,57000000,5,24,3,1,29,34
70.0,35500000,2,20,3,1,30,50
72.7,26550000,11,16,3,1,17,77
77.5,19950000,18,22,3,1,89,301
70.0,45800000,6,33,3,1,29,34
57.9,14500000,1,9,3,1,73,47
100.0,54000000,7,15,3,1,45,52
95.4,52000000,12,13,3,1,82,108
69.0,52900000,2,4,3,1,38,316
80.0,29500000,2,8,3,1,38,60
93.0,39900000,6,7,3,1,37,42
66.0,54500000,7,24,3,1,44,63
74.0,19700000,7,12,3,1,32,37
81.2,21500000,6,8,3,1,34,216
69.0,26990000,5,25,3,1,50,189
70.7,31000000,4,34,3,1,24,29
76.9,39999000,8,19,3,1,40,46
70.4,40000000,5,12,3,1,16,63
91.0,40160000,7,12,3,1,34,216
76.6,41000000,13,28,3,1,93,96
86.0,47000000,10,10,3,1,30,50
63.4,17500000,17,25,3,1,82,157
100.0,44450000,7,16,3,1,105,192
93.2,52000000,13,15,3,1,44,52
65.0,17499999,7,9,3,1,12,48
110.0,63000000,15,25,3,1,30,50
90.0,58500000,8,9,3,1,62,200
83.3,41850000,14,21,3,1,30,35
82.1,45000000,10,23,3,1,1,186
78.6,27800000,10,21,3,1,7,170
83.2,41900000,14,21,3,1,30,35
82.1,45000000,10,12,3,1,1,186
77.0,21000000,15,17,3,1,113,193
96.0,51750000,4,8,3,1,62,200
82.0,20250000,4,5,3,1,12,48
93.0,49900000,18,26,3,1,82,123
70.0,65000000,7,16,3,1,44,63
69.3,25400000,21,30,3,1,88,110
62.0,26950000,3,4,3,1,16,231
73.0,27500000,2,18,3,1,22,97
95.5,27900000,5,31,3,1,25,54
76.2,27950000,4,17,3,1,29,69
71.0,27999999,8,9,3,1,66,174
57.0,28500000,3,6,3,1,9,147
85.2,28500000,2,14,3,1,99,68
71.0,28800000,15,22,3,1,7,289
80.9,28800000,12,14,3,1,119,119
70.0,28900000,9,15,3,1,111,108
75.0,29000000,7,17,3,1,29,69
65.0,29500000,3,33,3,1,29,34
79.3,29500000,8,30,3,1,23,114
75.1,29500000,4,5,3,1,7,224
73.6,29900000,10,33,3,1,11,50
98.4,30500000,2,5,3,1,3,155
65.7,31000000,11,21,3,1,29,69
73.0,31500000,11,17,3,1,96,74
73.5,32849999,12,16,3,1,29,69
70.1,32990000,14,19,3,1,42,92
80.6,33700000,3,5,3,1,45,79
90.5,34200000,12,20,3,1,50,189
60.4,34490000,7,12,3,1,62,304
77.5,34500000,11,34,3,1,24,85
92.0,34900000,10,23,3,1,113,131
82.0,34950000,4,10,3,1,22,165
76.1,35000000,10,15,3,1,27,32
86.0,35250000,8,10,3,1,1,92
64.0,35000000,2,25,3,1,29,69
63.9,35500000,2,9,3,1,38,163
97.0,35990000,6,16,3,1,37,107
75.0,36500000,2,8,3,1,118,305
74.1,37000000,21,24,3,1,47,97
102.1,36990000,8,24,3,1,54,65
120.0,38200000,5,16,3,1,6,230
84.6,37900000,4,8,3,1,83,140
70.0,38000000,16,25,3,1,29,69
57.0,37900000,8,20,3,1,22,74
70.0,38500000,3,18,3,1,29,69
75.4,38500000,13,27,3,1,13,312
72.0,39000000,5,5,3,1,110,314
108.4,39400000,9,20,3,1,50,189
82.0,39100000,9,27,3,1,50,56
92.1,39900000,10,15,3,1,7,7
80.4,39900000,13,13,3,1,7,7
88.0,39900000,7,9,3,1,29,34
68.7,41000000,11,14,3,1,30,75
70.1,41100000,2,33,3,1,29,34
82.0,41200000,1,20,3,1,22,97
81.25,42000000,6,18,3,1,22,292
95.0,41900000,19,20,3,1,48,6
73.2,42990000,13,23,3,1,29,197
101.7,43000000,11,22,3,1,40,198
86.0,43500000,18,22,3,1,75,126
84.0,44000000,2,8,3,1,22,97
92.8,45000000,11,32,3,1,67,82
80.0,45000000,5,5,3,1,104,165
82.0,45000000,10,21,3,1,1,186
90.4,47000000,14,20,3,1,50,56
75.8,48000000,11,25,3,1,110,160
85.0,48000000,11,20,3,1,14,1
76.0,48500000,6,16,3,1,44,63
70.0,49500000,4,18,3,1,44,52
72.0,49800000,3,21,3,1,7,289
86.0,50000000,9,12,3,1,16,17
92.0,50400000,4,8,3,1,94,141
68.9,50800000,10,14,3,1,30,288
105.6,52000000,19,19,3,1,29,197
68.6,52500000,8,13,3,1,30,288
112.0,53300000,17,27,3,1,94,292
110.0,54200000,22,29,3,1,94,292
103.0,55000000,13,22,3,1,1,49
71.0,55000000,7,7,3,1,38,327
98.2,58500000,5,18,3,1,30,50
105.0,60000000,2,5,3,1,140,9
97.0,61000000,15,15,3,1,44,52
85.0,61500000,8,20,3,1,44,52
93.0,62310000,3,4,3,1,95,143
122.0,62000000,1,18,3,1,118,87
106.2,64000000,10,30,3,1,50,125
92.0,63900000,7,13,3,1,30,288
95.59,65000000,10,28,3,1,38,63
76.0,65000000,2,9,3,1,38,163
119.0,65900000,11,22,3,1,30,73
97.0,66000000,6,9,3,1,43,86
51.0,10345000,2,9,3,1,54,65
51.1,12300000,5,9,3,1,72,93
59.0,12500000,6,9,3,1,72,93
67.2,12800000,8,9,3,1,4,77
58.5,12900000,3,9,3,1,54,65
63.7,12900000,6,12,3,1,88,116
59.6,13450000,6,9,3,1,64,77
52.0,13800000,5,9,3,1,12,48
66.0,14500000,6,12,3,1,77,25
57.7,14500000,1,9,3,1,68,142
54.1,15000000,3,5,3,1,32,37
62.0,15200000,2,14,3,1,89,117
58.0,15100000,6,9,3,1,70,148
73.8,15400000,4,17,3,1,28,33
59.2,15300000,4,5,3,1,67,82
57.7,15300000,1,9,3,1,122,84
59.7,15400000,2,9,3,1,77,26
74.2,15500000,10,16,3,1,81,151
52.0,15990000,5,5,3,1,119,196
52.0,16300000,5,5,3,1,119,196
55.0,16500000,5,5,3,1,38,44
63.5,16400000,7,12,3,1,73,153
58.3,16500000,8,9,3,1,6,230
77.0,16499000,5,14,3,1,25,299
61.0,16490000,4,5,3,1,85,77
